idr animal length eff_length est_counts tpm coding main coding_ali main_ali fs pnps nd_pnps N_pnps sd_pnps S_pnps w dN N dS S 5refsp 5sp 10refsp 10sp 20refsp 20sp 5 10 20
octo_c19220_g1_i1 octo 637 471.211 411 436.987 7,322,323,557 7,322 7,322,323,557 7,322 1 0.09922179783083832 35.666666666666664 432.4999999999998 94.33333333333333 113.50000000000024 0.0363 0.0748 406.98 2.061 139.02 0 0.0 0 0.6656655082734381 0 0.7538708535398065 0.6798519401438976 0.6917978927874594 0.7333044634962416
cras_c4013_g1_i1 cras 554 505 257 123.671 5,518 5,518 5,518 5,518 0 0.03696094987726116 11.0 404.4999999999999 71.0 96.50000000000014 0.0194 0.0217 373.44 1.1208 127.56 0 0.7103249911574142 0 0.7099915925405668 0 0.7312376209335568 0.7280886518331917 0.728915229269061 0.7520850136055458
foca_c3002_g1_i1 foca 419 253.739 6174 6100.19 2,383 2,383 137,518 137,518 0 0.04994141703440012 12.5 306.8333333333333 60.5 74.16666666666669 0.016 0.0282 283.99 1.7587 97.01 0 0.7236590337219877 1 0.7344193122239514 1 0.7322769518699417 0.7608230300032702 0.771183846169634 0.7955389579652734
minu_c38307_g1_i1 minu 544 356.319 401 197.414 9,510 9,510 17,518 17,518 0 0.03696094987726116 11.0 404.4999999999999 71.0 96.50000000000014 0.0194 0.0217 373.44 1.1208 127.56 0 0.747312432338388 0 0.7648813437287272 0 0.7804171720549533 0.7615341508241135 0.7716268196978845 0.7968618896967624
cras_c5592_g1_i1 cras 1102 1053 2261 521.793 9,204,205,1039 175,1039 9,204,205,1039 175,1039 1 0.058260149130074323 43.5 821.6666666666673 177.5 195.33333333333266 0.0172 0.0422 758.06 2.4613 258.94 0 0.6416333630062918 0 0.6421420225378592 0 0.6672357555973896 0.6627445806288441 0.664658352565245 0.6917333250295026
minu_c18050_g1_i1 minu 1074 885.91 467 92.4696 1,1018 1,1018 21,1039 21,1039 0 0.058260149130074323 43.5 821.6666666666673 177.5 195.33333333333266 0.0172 0.0422 758.06 2.4613 258.94 0 0.6313523062203074 0 0.6416760110879036 0 0.6636890063309863 0.6282863592860808 0.633175806554499 0.668210497515917
harp_c38494_g1_i1 harp 952 768.801 2261 8628.01 0,909 0,909 0,916 0,916 0 0.10566681668166782 57.5 704.0000000000005 151.5 195.9999999999995 0.0374 0.0695 670.85 1.8614 229.15 0 0.7133267649013596 0 0.711537598334451 1 0.7431233928492517 0.5923737047740778 0.5977408024296275 0.6322648772585849
rari_c11169_g1_i1 rari 951 751.048 3805 1595.72 0,912 0,912 6,921 6,921 0 0.10566681668166782 57.5 704.0000000000005 151.5 195.9999999999995 0.0374 0.0695 670.85 1.8614 229.15 0 0.5445592523180378 0 0.5472010544450506 0 0.5927282233294853 0.6516366673903116 0.6557193075572241 0.6880837911005536
rari_c11717_g1_i1 rari 836 636.048 2688 1331.1 0,810 0,810 0,826 0,826 0 0.21564948681160986 102.0 626.1666666666669 123.0 162.83333333333314 0.0826 0.1641 588.11 1.987 200.89 0 0.6328560179442267 0 0.6312267882018968 0 0.6702705016845353 0.7102459242711239 0.713750553970287 0.7414083069072263
harp_c47937_g1_i1 harp 792 608.801 447 2154.05 2,791 2,791 9,851 9,851 0 0.21564948681160986 102.0 626.1666666666669 123.0 162.83333333333314 0.0826 0.1641 588.11 1.987 200.89 0 0.732674774374083 0 0.7217372431325006 0 0.7288517949506649 0.5723250095145123 0.5731972040692852 0.6080372439330142
eury_eury_c18954_g1_i1 eury 742 583.051 5477 4008.4 23,674 23,674 23,677 23,677 0 0.12481256737649352 55.83333333333333 528.9999999999995 103.16666666666666 122.00000000000044 0.0369 0.0971 485.25 2.6316 165.75 0 0.0 0 0.0 1 0.7437871717308393 0.7089869166873813 0.7113284366916297 0.7409168928710357
rari_c12563_g1_i1 rari 708 508.162 16625 10304.6 2,662 2,662 14,677 14,677 0 0.12481256737649352 55.83333333333333 528.9999999999995 103.16666666666666 122.00000000000044 0.0369 0.0971 485.25 2.6316 165.75 0 0.6501170234561536 1 0.6501800335795788 1 0.6842811970120047 0.695297450615591 0.6977854561949063 0.7242698374912444
cras_c6672_g1_i1 cras 1160 1111 2265 495.427 0,1119 0,1119 0,1125 0,1125 0 0.1271539330967059 81.0 869.5000000000008 174.0 237.49999999999923 0.0565 0.0833 825.14 1.4735 281.86 0 0.7822142027749194 0 0.78851015095338 0 0.8080887945667996 0.7966944728279657 0.8063489421024723 0.8287865732575611
rari_c12887_g1_i1 rari 1147 947.048 5572 1853.15 1,1114 1,1114 7,1125 7,1125 0 0.1271539330967059 81.0 869.5000000000008 174.0 237.49999999999923 0.0565 0.0833 825.14 1.4735 281.86 0 0.6592291594466465 0 0.6611149622288047 0 0.7006922056277233 0.7282305473785723 0.7290968987678013 0.7503329780130493
eury_eury_c16287_g1_i1 eury 988 829.051 5770 2969.82 1,946 1,946 9,954 9,954 0 0.1785929635873642 105.16666666666666 728.0000000000002 148.83333333333331 183.99999999999977 0.0814 0.1487 679.79 1.8256 232.21 0 0.0 0 0.0 0 0.6723491467884233 0.6799485337449973 0.6845369564603766 0.7124560973607335
rari_c14222_g1_i1 rari 964 764.048 7004 2887.33 16,916 16,916 54,954 54,954 0 0.18324761617423116 95.66666666666666 718.0000000000002 132.33333333333331 181.99999999999972 0.0865 0.1322 670.85 1.5276 229.15 0 0.6722251288878367 0 0.6716740441929495 0 0.711008576856496 0.722713939307817 0.7226374267666967 0.7438104089654115
foca_c2381_g1_i1 foca 952 786.417 1398 445.675 0,906 0,906 48,954 48,954 0 0.16541565698035335 100.66666666666667 723.666666666667 153.33333333333334 182.33333333333306 0.0605 0.1338 675.32 2.2112 230.68 0 0.729473659145363 0 0.7410983086965387 0 0.7418290357312606 0.744982211472588 0.7533466684088305 0.7837163593831904
cras_c15297_g1_i1 cras 978 929 2503 654.743 27,933 27,933 27,954 27,954 0 0.1709786609382517 95.83333333333334 721.666666666667 143.16666666666666 184.3333333333331 0.0782 0.1356 675.32 1.7329 230.68 0 0.7895202396974897 0 0.7971117982091444 0 0.8138997876194609 0.8091800457274329 0.8146382832632624 0.8364437948092429
minu_c16573_g1_i1 minu 991 802.91 1732 378.401 3,915 3,915 27,954 27,954 0 0.1785929635873642 105.16666666666666 728.0000000000002 148.83333333333331 183.99999999999977 0.0814 0.1487 679.79 1.8256 232.21 0 0.7912467359513348 0 0.8037159701531947 0 0.8098529927803048 0.7807595088922662 0.7875883287521381 0.8097038146691747
rari_c14584_g1_i1 rari 955 755.048 1248 520.608 3,921 3,921 3,921 3,921 0 0.0711666223757641 34.333333333333336 532.4999999999999 123.66666666666666 136.5000000000001 0.0144 0.0496 498.66 3.4374 170.34 0 0.0 0 0.0 0 0.5680061659768172 0.6469397062408662 0.6528986545109317 0.6859835699749759
harp_c47303_g1_i1 harp 672 488.85 184 1104.25 1,670 1,670 111,780 111,780 0 0.0711666223757641 34.333333333333336 532.4999999999999 123.66666666666666 136.5000000000001 0.0144 0.0496 498.66 3.4374 170.34 0 0.7267856310527625 0 0.7126698109965187 0 0.7359634995668244 0.5985747937955533 0.6024252613150005 0.637107777911938
foca_c30034_g1_i1 foca 691 525.417 4200 2004.05 0,633 0,633 7,645 7,645 0 0.20925553319919526 58.66666666666667 497.0 73.33333333333333 130.00000000000003 0.1725 0.1302 467.36 0.7549 159.64 0 0.7514599841224866 0 0.7571177727172048 0 0.7588240500376332 0.8177963140141397 0.8251973461127864 0.8422865281727185
cras_c5007_g1_i1 cras 690 641 8452 3204.26 0,633 0,633 0,645 0,645 0 0.20925553319919526 58.66666666666667 497.0 73.33333333333333 130.00000000000003 0.1725 0.1302 467.36 0.7549 159.64 0 0.8030974930341358 1 0.8076048591949805 1 0.8220952987271042 0.8278407161177671 0.832671122382099 0.8471911970892401
minu_c13965_g2_i1 minu 641 452.965 11938 4623.16 21,615 21,615 41,645 41,645 0 0.13412747524752502 25.5 469.33333333333314 50.5 124.66666666666686 0.1111 0.0554 442.76 0.4987 151.24 1 0.8661420597482806 1 0.8693494327883471 1 0.8656654984750581 0.8605470925712977 0.8634202760297474 0.8738503103972366
eury_eury_c24506_g1_i1 eury 663 504.051 7845 6641.31 19,622 19,622 41,645 41,645 0 0.20674097664543564 57.0 470.99999999999983 72.0 123.00000000000018 0.1434 0.1296 442.76 0.9038 151.24 0 0.8133487323097824 0 0.8316402632773142 1 0.8405060189449544 0.8250589874668873 0.82861944124631 0.8410303842926655
rari_c15165_g1_i1 rari 624 424.438 20191 14983.6 20,620 20,620 42,645 42,645 0 0.21375435594599715 55.0 469.83333333333314 68.0 124.16666666666687 0.1363 0.1162 442.76 0.8527 151.24 1 0.7841954507170291 1 0.7841980200402336 1 0.8050290526424269 0.8351412198632376 0.8370241455154838 0.8439612213733582
harp_c38761_g1_i1 harp 1561 1377.8 1010.7 2152.08 1,1516 1,1516 12,1587 12,1587 0 0.1584638230731494 150.33333333333331 1194.0 252.6666666666667 318.0000000000001 0.066 0.1271 1127.03 1.9266 384.97 0 0.7391908512772161 0 0.7376041482263165 0 0.7680815222600168 0.6190546473494345 0.6166718158831185 0.6443053565986175
rari_c18427_g1_i1 rari 1565 1365.05 5341 1232.38 2,1526 2,1526 6,1587 6,1587 0 0.16270584483168207 129.0 1203.6666666666665 211.0 320.33333333333337 0.0765 0.0984 1135.97 1.2867 388.03 0 0.5762788235847108 0 0.5706330052332078 0 0.6146078726376335 0.665252103419758 0.6675177163173268 0.6976493397356832
cras_c973_g1_i1 cras 1528 1479 730 119.945 96,1479 96,1479 187,1587 187,1587 0 0.11692328341212256 81.83333333333334 1084.1666666666674 185.16666666666669 286.8333333333327 0.0628 0.0705 1021.93 1.1216 349.07 0 0.6903279515138068 0 0.6867816001044805 0 0.7202348308250212 0.7017032231244766 0.7080789590205221 0.7384202442434713
minu_c18781_g1_i1 minu 1616 1427.91 1729 212.406 3,1575 3,1575 3,1587 3,1587 0 0.1627058448316821 129.0 1203.6666666666665 211.0 320.3333333333334 0.0765 0.0984 1135.97 1.2867 388.03 0 0.7292987014740797 0 0.7385167642134709 0 0.7515256682374386 0.724980367402374 0.7307037394517205 0.7550615609803163
harp_c37400_g1_i1 harp 833 649.801 15232 68770.3 1,772 1,772 1,775 1,775 0 0.15188806330937957 60.666666666666664 601.8333333333333 98.33333333333334 148.16666666666669 0.0757 0.0956 559.04 1.263 190.96 0 0.7743379594035518 1 0.7827825976840342 1 0.811084774235353 0.7235367568343767 0.7273494682487927 0.7477785913067708
rari_c19692_g1_i6 rari 814 614.048 10294.9 5280.69 1,751 1,751 11,775 11,775 0 0.15188806330937957 60.666666666666664 601.8333333333333 98.33333333333334 148.16666666666669 0.0757 0.0956 559.04 1.263 190.96 0 0.7949591372149105 0 0.7970826838271399 1 0.8168290369768455 0.8397249875923934 0.8386719959935499 0.8473778972783459
foca_c27764_g2_i1 foca 718 552.417 2135.55 969.186 4,715 4,715 14,742 14,742 0 0.12705956793130807 62.49999999999999 570.1666666666665 121.5 140.83333333333354 0.0419 0.1012 529.97 2.4157 181.03 0 0.7056493342742096 0 0.7138761991218034 0 0.7175199712477285 0.8504983622010496 0.8563976220361282 0.8707786901383894
cras_c2203_g1_i1 cras 628 579 28188 11830.7 1,625 1,625 67,691 67,691 0 0.1595715462784953 57.16666666666667 496.4999999999998 89.83333333333334 124.50000000000023 0.0836 0.1122 462.89 1.343 158.11 1 0.8291491701159264 1 0.835725282148751 1 0.8408379512829282 0.8588557697315394 0.8609067067053188 0.872350988066791
minu_c16028_g2_i1 minu 841 652.91 21007.2 5644 39,759 39,759 52,775 52,775 0 0.1537737624694147 64.5 577.5 103.5 142.50000000000006 0.0736 0.1056 536.68 1.4353 183.32 1 0.849736594925681 1 0.8499220824778146 1 0.8546008493842033 0.8476681058050904 0.8455452009098569 0.8528569503123317
harp_c39447_g1_i3 harp 1423 1239.8 1435 3395.66 2,1346 2,1346 9,1371 9,1371 0 0.2496748902165495 186.66666666666663 1034.666666666668 182.33333333333337 252.33333333333186 0.1157 0.194 959.31 1.6761 327.69 0 0.7806378977207497 0 0.7661628943300349 0 0.7880963446481881 0.6576225283824846 0.655933003825686 0.6813578339070693
rari_c19701_g1_i1 rari 1347 1147.05 1060 291.068 0,1305 0,1305 0,1371 0,1371 0 0.2496748902165495 186.66666666666663 1034.666666666668 182.33333333333337 252.33333333333186 0.1157 0.194 959.31 1.6761 327.69 0 0.6759958247615128 0 0.6761452502363918 0 0.7137599878370994 0.7482133089057245 0.7482585103388276 0.7682474203454565
rari_c19973_g1_i2 rari 1262 1062.05 2843 843.148 2,1220 2,1220 2,1232 2,1232 0 0.07152829783951188 38.166666666666664 638.0000000000002 138.83333333333334 165.99999999999983 0.0172 0.0478 599.29 2.7778 204.71 0 0.5767459467608707 0 0.5811713942529159 0 0.618513209609765 0.6796402294854248 0.6834378823828545 0.7116992813602201
harp_c17873_g2_i1 harp 842 658.801 237 1055.4 1,817 1,817 416,1232 416,1232 0 0.07152829783951188 38.166666666666664 638.0000000000002 138.83333333333334 165.99999999999983 0.0172 0.0478 599.29 2.7778 204.71 0 0.7753971645638063 0 0.7616292756957586 0 0.7836424636892466 0.660922875769609 0.6583264162768014 0.6815290186727522
harp_c39312_g1_i1 harp 2328 2144.8 2020 2763.05 0,2283 0,2283 19,2368 19,2368 0 0.1483171705647475 227.50000000000006 1752.9999999999966 416.5000000000001 476.0000000000034 0.0483 0.1241 1661.47 2.5703 567.53 0 0.7330195129006932 0 0.7399287387647638 0 0.7728167130951359 0.6095974027164958 0.6074586518649218 0.6343332786647689
cras_c7343_g1_i1 cras 2317 2268 2196 235.296 16,2269 16,2269 22,2315 22,2315 0 0.15570491907130107 229.33333333333334 1746.666666666663 401.66666666666674 476.3333333333369 0.0536 0.1267 1657.0 2.3635 566.0 0 0.6942715553578573 0 0.6938730263430606 0 0.7245169953748842 0.7094393270220165 0.7157537981416608 0.7455041434606369
minu_c23824_g1_i1 minu 2316 2127.91 6361 524.377 2,2270 2,2270 9,2315 9,2315 0 0.1483171705647475 227.50000000000006 1752.9999999999966 416.5000000000001 476.0000000000034 0.0483 0.1241 1661.47 2.5703 567.53 0 0.7678141674382225 0 0.7792145622276029 0 0.7939537034135596 0.768896193443338 0.7768903841772812 0.8033261824774636
rari_c20265_g1_i1 rari 2289 2089.05 15222 2295.06 1,2233 1,2233 16,2315 16,2315 0 0.15513604158362224 215.66666666666666 1756.4999999999964 376.3333333333333 475.5000000000037 0.0518 0.1143 1663.7 2.2078 568.3 0 0.6034177529659233 0 0.6026483170563006 0 0.6473031522403077 0.7026249017735336 0.7051759338866113 0.7327763304150196
eury_eury_c18513_g1_i1 eury 2005 1846.05 11796 2726.63 17,2003 17,2003 17,2020 17,2020 0 0.09380449494066054 121.0 1564.9999999999973 347.0 421.0000000000026 0.0308 0.0646 1480.34 2.095 505.66 0 0.7247782858577294 0 0.7645358933616359 0 0.7879112428600238 0.7731139756155324 0.7809850379665647 0.8037262703849899
harp_c35858_g1_i1 harp 551 367.973 8750 69761.6 18,549 18,549 23,611 23,611 0 0.816696506846778 247.1666666666667 371.5 90.83333333333336 111.50000000000001 0.0251 1.5003 360.02 59.7817 122.98 1 0.7053816515066939 1 0.6891097996254322 1 0.6728314291131691 0.6623746474198573 0.6651290153584757 0.6957175322058099
minu_c646_g1_i1 minu 532 344.494 6592 3356.66 137,356 137,356 185,459 185,459 0 0.8943037974683538 112.49999999999999 166.66666666666669 39.49999999999999 52.3333333333333 0.1798 1.5996 163.24 8.8964 55.76 0 0.5358191726091832 1 0.5477704774551478 1 0.5648140996165696 0.5459364574124165 0.5421789740932377 0.5830770246822342
eury_eury_c28419_g1_i1 eury 544 385.051 14615 16196.3 17,470 17,470 17,558 17,558 0 0.8238775166798792 227.6666666666667 332.83333333333326 82.33333333333333 99.16666666666674 0.0264 1.6274 322.01 61.749 109.99 1 0.5019394449841638 1 0.5125312997175651 1 0.5381809908035114 0.5418116831197016 0.5356118092376948 0.5737333312105334
rari_c23194_g1_i1 rari 509 311.611 10938 11055.9 0,504 0,504 9,609 9,609 0 0.816696506846778 247.1666666666667 371.5 90.83333333333336 111.50000000000001 0.0251 1.5003 360.02 59.7817 122.98 0 0.42473596717302514 1 0.42702206880789556 1 0.4596976533738359 0.5494084556301814 0.5462087462454569 0.5854174168653379
foca_c29341_g1_i1 foca 527 361.417 5536 3840.18 12,351 12,351 32,456 32,456 0 0.7867998302345113 163.16666666666669 252.83333333333334 60.83333333333333 74.16666666666666 0.1324 1.3489 243.74 10.1894 83.26 0 0.5094537176422068 0 0.5074416162698498 1 0.5330597035857597 0.5616962265942903 0.5647053707528739 0.6050838468346215
rari_c23434_g1_i1 rari 718 518.162 2732 1660.68 1,652 1,652 1,652 1,652 0 0.13381808714835314 51.333333333333336 488.16666666666634 99.66666666666667 126.83333333333366 0.0483 0.0981 458.41 2.0298 156.59 0 0.5607145012444327 0 0.562285902138797 0 0.6059968705550852 0.6339250191618911 0.636491726385362 0.6676035910306192
harp_c36151_g1_i1 harp 660 476.85 1946 11972.5 2,617 2,617 13,652 13,652 0 0.13381808714835314 51.333333333333336 488.16666666666634 99.66666666666667 126.83333333333366 0.0483 0.0981 458.41 2.0298 156.59 0 0.6740934841127815 0 0.674633440065648 1 0.7209413164628751 0.5523166744018937 0.5543535889436885 0.5892406937166781
harp_c6867_g1_i1 harp 372 191.669 459 7025.61 2,326 2,326 33,357 33,357 0 0.16896796191890875 39.0 259.83333333333337 57.0 64.16666666666661 0.0664 0.1663 241.51 2.5034 82.49 0 0.769352853542781 0 0.746473220629006 1 0.7798484148748904 0.6323237571787818 0.6309661172012792 0.6589078395778181
rari_c24496_g1_i1 rari 397 204.559 1034 1592.11 0,339 0,339 12,357 12,357 0 0.17536051272921474 33.33333333333333 273.33333333333337 45.666666666666664 65.66666666666663 0.0766 0.1166 252.69 1.5223 86.31 0 0.6190594493525925 0 0.6262527088923805 0 0.6548059090108282 0.710748658691139 0.7143481401456977 0.7369040676768449
cras_c21604_g1_i1 cras 410 361 414 278.688 20,350 20,350 26,357 26,357 0 0.08558593186950454 15.666666666666666 266.83333333333337 43.333333333333336 63.166666666666615 0.0539 0.058 245.98 1.0756 84.02 0 0.6806810455738767 0 0.6720609679452039 0 0.7026505526413961 0.6926318457572723 0.697870970050615 0.7257265635455213
foca_c30394_g1_i1 foca 393 227.787 17799 19589.8 0,342 0,342 11,357 11,357 0 0.12995256230373473 22.5 277.16666666666674 40.5 64.83333333333327 0.0687 0.0768 254.92 1.1189 87.08 1 0.7090816221659154 1 0.7020038446398418 1 0.7075277746578128 0.7066824305725258 0.7137282985224721 0.7418422882647479
minu_c30527_g1_i1 minu 412 227.689 430 331.282 0,357 0,357 0,357 0,357 0 0.12995256230373473 22.5 277.16666666666674 40.5 64.83333333333327 0.0687 0.0768 254.92 1.1189 87.08 0 0.6280166424081567 0 0.6516438672359415 0 0.6673605081123106 0.6451844479575582 0.6527916031188739 0.6843763037753854
harp_c22793_g1_i1 harp 298 123.51 32 760.104 1,295 1,295 30,324 30,324 0 0.055179410729444926 6.5 157.83333333333331 25.5 34.166666666666686 0.035 0.0423 143.11 1.2086 48.89 0 0.6563311239017557 0 0.6811141873834158 0 0.7327828631768719 0.7137483410407928 0.7288209470394251 0.7594105734369132
rari_c27610_g1_i1 rari 225 67.3699 4 18.701 0,222 0,222 0,222 0,222 0 0.055179410729444926 6.5 157.83333333333331 25.5 34.166666666666686 0.035 0.0423 143.11 1.2086 48.89 0 0.5697030905968188 0 0.5790806592889723 0 0.6177237406657964 0.718795793842656 0.7263796878865653 0.7575365774891665
rari_c6953_g1_i1 rari 1079 879.048 17615 6311.62 29,1022 29,1022 30,1035 30,1035 0 0.25645709366176195 125.49999999999999 780.1666666666672 133.49999999999997 212.83333333333275 0.1544 0.1695 740.17 1.0976 252.83 0 0.807997244801276 0 0.8156073443291321 1 0.83622522565095 0.8534419054978294 0.8562319666709857 0.8626976105259646
eury_eury_c10406_g1_i1 eury 1067 908.051 7792 3661.63 0,1017 0,1017 6,1035 6,1035 0 0.25645709366176195 125.49999999999999 780.1666666666672 133.49999999999997 212.83333333333277 0.1544 0.1695 740.17 1.0976 252.83 0 0.0 0 0.0 0 0.816727648622499 0.8049772851244617 0.8119864607903081 0.8274471385401182
rari_c11287_g1_i1 rari 1411 1211.05 1191 309.757 0,1359 0,1359 0,1434 0,1434 0 0.14054665644566003 107.83333333333334 1087.6666666666674 187.16666666666669 265.33333333333246 0.0752 0.0979 1008.51 1.3025 344.49 0 0.6736396646840181 0 0.6732443713061785 0 0.709425582354348 0.7459088951129182 0.7465977058748904 0.7652775799653705
eury_eury_c11317_g1_i1 eury 1485 1326.05 10912 3511.39 47,1403 47,1403 47,1403 47,1403 0 0.14054665644566003 107.83333333333334 1087.6666666666674 187.16666666666669 265.33333333333246 0.0752 0.0979 1008.51 1.3025 344.49 0 0.8680901491438866 0 0.8899279062810512 0 0.8943169531686816 0.8742480528795156 0.8732346061141332 0.8777328303832459
harp_c28971_g1_i1 harp 984 800.801 375 1373.82 1,982 1,982 359,1346 359,1346 0 0.14038904969222887 91.16666666666666 790.1666666666675 156.83333333333331 190.8333333333325 0.0594 0.117 731.23 1.9703 249.77 0 0.8168750348457484 0 0.8420125876573907 0 0.8704984276728137 0.7440714221965902 0.7419625217953371 0.7602083308506381
harp_c38929_g2_i1 harp 3347 3163.8 1540 1428.03 1,3346 1,3346 1,3346 1,3346 0 0.07899047627696007 168.66666666666666 2351.666666666668 572.3333333333334 630.3333333333322 0.0257 0.0647 2222.75 2.5151 759.25 0 0.7182524623835304 0 0.7167290312941151 0 0.7466479739558872 0.5956915397697978 0.5962439681515209 0.629273808898526
eury_eury_c18934_g2_i1 eury 3034 2875.05 747 110.869 0,3009 0,3009 364,3373 364,3373 0 0.07899047627696007 168.66666666666666 2351.666666666668 572.3333333333334 630.3333333333322 0.0257 0.0647 2222.75 2.5151 759.25 0 0.654975074266747 0 0.6969261516324635 0 0.7285683604360847 0.7197352016287913 0.7294994472454043 0.7608670320751685
eury_eury_c19490_g1_i1 eury 959 800.051 4086 2179.29 0,876 0,876 17,893 17,893 0 0.14889133831502727 77.83333333333333 677.6666666666671 132.16666666666669 171.33333333333292 0.0609 0.1107 632.83 1.8188 216.17 0 0.0 0 0.0 0 0.6224442775659004 0.6387505861742357 0.6397880150420855 0.6740732318623839
harp_c38431_g1_i1 harp 920 736.801 9530 37946.1 29,878 29,878 29,893 29,893 0 0.14889133831502727 77.83333333333333 677.6666666666671 132.16666666666669 171.33333333333292 0.0609 0.1107 632.83 1.8188 216.17 0 0.7387354086159822 1 0.739227560989795 1 0.7377158531458577 0.6012778107928483 0.5981796129056397 0.6287484216486936
harp_c50058_g1_i1 harp 857 673.801 147 640.044 2,854 2,854 2,854 2,854 0 0.08942665497380983 32.666666666666664 453.6666666666664 103.33333333333333 128.33333333333363 0.0349 0.0655 433.82 1.8758 148.18 0 0.6761695426871345 0 0.6726237643933394 0 0.7078831167773035 0.5988453097879497 0.5986131334567714 0.6296612553301701
eury_eury_c2046_g1_i1 eury 585 426.051 26 26.0404 0,582 0,582 77,659 77,659 0 0.08942665497380983 32.666666666666664 453.6666666666664 103.33333333333333 128.33333333333363 0.0349 0.0655 433.82 1.8758 148.18 0 0.6592177356678897 0 0.7070903001169349 0 0.7393944075288099 0.7337430780678048 0.74312436100316 0.7724667811422475
rari_c8078_g1_i1 rari 635 435.395 5034 3641.67 2,590 2,590 33,628 33,628 0 0.17192732454577891 63.5 467.83333333333303 92.5 117.16666666666696 0.0446 0.1266 436.05 2.8378 148.95 0 0.6111545180437703 0 0.6188249124969057 1 0.6523657642157507 0.7259724923816218 0.7307720540613463 0.7523287689437758
eury_eury_c2136_g1_i1 eury 670 511.051 7741 6463.5 10,610 10,610 24,628 24,628 0 0.15366201091480944 58.166666666666664 474.9999999999997 94.83333333333333 119.00000000000027 0.0683 0.123 442.76 1.8018 151.24 0 0.6653266149522609 0 0.7012295904916676 1 0.7314850115143149 0.7192385827784653 0.7220365242551222 0.7479602319981297
foca_c30150_g1_i1 foca 658 492.417 13206 6723.6 0,618 0,618 0,624 0,624 0 0.15366201091480944 58.166666666666664 474.9999999999997 94.83333333333333 119.00000000000027 0.0683 0.123 442.76 1.8018 151.24 0 0.7480930121075307 1 0.7611527258864833 1 0.7568132372780407 0.7635175500257796 0.7761731867328941 0.8055072620179633
cras_c15968_g1_i1 cras 660 611 1136 451.817 13,610 13,610 24,624 24,624 0 0.13487875336467825 48.0 475.1666666666664 89.0 118.83333333333358 0.0625 0.0968 442.76 1.5485 151.24 0 0.7087470136462641 0 0.7085928512558074 0 0.738466535445806 0.7219092653641693 0.7289528144449565 0.7562707672131463
minu_c36857_g1_i1 minu 640 451.965 3624 1406.55 2,593 2,593 30,624 30,624 0 0.10499032882011634 38.33333333333333 469.9999999999997 91.66666666666666 118.00000000000027 0.0513 0.0764 438.29 1.4901 149.71 0 0.7126325309138463 0 0.7231245756925456 1 0.7375484537269104 0.7192815719732858 0.7253905797686843 0.7519324203634226
petz_comp27529_c0_seq1 petz     22,2275 22,2275 26,2284 26,2284 0 0.18796478693713373 267.5 1810.8333333333305 347.50000000000006 442.1666666666694 0.0755 0.1453 1679.36 1.9254 573.64       0.7305954372532215 0.7350387749766141 0.7600687430025947
cras_c7289_g1_i1 cras 2314 2265 6434 690.301 19,2275 19,2275 19,2284 19,2284 0 0.0728119341164383 106.83333333333334 1816.3333333333308 355.16666666666663 439.6666666666693 0.0259 0.0449 1681.59 1.7314 574.41 0 0.7633031491443669 0 0.7704719474923585 0 0.7948023039654241 0.7780971032360547 0.7868776591928676 0.8144661412281593
minu_c19936_g1_i1 minu 2287 2098.91 3793 317.001 2,2261 2,2261 25,2284 25,2284 0 0.0728119341164383 106.83333333333334 1816.3333333333308 355.16666666666663 439.6666666666693 0.0259 0.0449 1681.59 1.7314 574.41 0 0.7556004755782406 0 0.7658800291968342 0 0.7798665675070535 0.7491216992422493 0.7550899847767559 0.7800246486750776
harp_c39095_g2_i1 harp 2271 2087.8 1156 1624.4 0,2250 0,2250 26,2284 26,2284 0 0.15264247152949523 232.16666666666666 1807.9999999999968 371.8333333333333 442.0000000000031 0.0569 0.1244 1677.12 2.1864 572.88 0 0.7718051202464415 0 0.767385699774376 0 0.7886809295299538 0.6695415005528257 0.6701052412250192 0.7001637932736379
eury_eury_c4461_g1_i1 eury 2337 2178.05 6360 1246.02 31,2278 31,2278 33,2284 33,2284 0 0.13505252417270439 194.83333333333334 1812.1666666666638 346.16666666666663 434.83333333333616 0.0531 0.0989 1674.89 1.8626 572.11 0 0.7060956665866025 0 0.7458346393482034 0 0.7751109490656889 0.7640529528216997 0.7731176817140631 0.8011066829044505
harp_c38831_g1_i1 harp 1345 1161.8 6808 17191.4 16,1312 16,1312 54,1359 54,1359 0 0.12822904852194636 107.0 1013.1666666666667 228.0 276.83333333333326 0.0452 0.0998 961.55 2.2085 328.45 0 0.7096238761697102 0 0.6942931555277562 1 0.7410213808342035 0.6342982127129233 0.6387396214456359 0.6660107541870567
eury_eury_c4689_g1_i1 eury 1323 1164.05 9972 3655.49 0,1284 0,1284 44,1359 44,1359 0 0.13255188449114827 103.66666666666667 1009.8333333333335 212.33333333333334 274.16666666666646 0.0548 0.0973 957.08 1.7758 326.92 0 0.62047484592459 0 0.6580874390161434 0 0.6886657068858169 0.6823514683164663 0.6870507646323485 0.7177851022161845
rari_c15056_g1_i1 rari 1361 1161.05 14996 4068.14 6,1287 6,1287 48,1359 48,1359 0 0.12590204919375078 94.33333333333333 1009.3333333333335 201.66666666666666 271.66666666666646 0.0503 0.0841 954.84 1.6734 326.16 0 0.0 0 0.0 1 0.6299352150651711 0.6907937403628961 0.6931463813860385 0.7174362250543961
